year,age,cohort,female,race6,religion,dems,ftwelfare,ftpoor,ftaliens,ftyoung,pid7,trust,ideo7,inerrant,south,dempres
2002,58,4,0,1,1,0,50,50,,,6,3,6,,0,0
2002,51,4,1,1,,1,50,97,,,1,2,2,,0,0
2002,82,6,1,3,1,0,80,80,,,6,2,3,,0,0
2002,49,4,0,3,1,0,,,,,6,1,5,,0,0
2002,42,3,0,1,1,1,50,50,,,1,1,2,,0,0
2002,49,4,1,,1,1,,,,,0,,3,,1,0
2002,30,3,1,5,2,1,70,80,,,0,2,,,1,0
2002,52,4,0,1,2,0,35,65,,,4,2,5,,0,0
2002,35,3,1,1,,0,,,,,5,,2,,0,0
2002,37,3,1,1,1,0,50,50,,,6,1,5,,0,0
2002,61,5,1,1,1,0,90,97,,,6,1,5,,1,0
2002,66,5,0,1,1,1,50,70,,,0,2,3,,0,0
2002,46,4,1,1,1,0,,,,,4,,3,,1,0
2002,59,4,1,1,2,0,40,45,,,5,2,2,,0,0
2002,40,3,1,1,4,1,50,97,,,0,1,5,,1,0
2002,57,4,0,1,2,,40,40,,,,1,3,,0,0
2002,46,4,1,1,4,1,50,70,,,1,1,,,1,0
2002,41,3,0,2,1,1,50,60,,,1,1,,,1,0
2002,32,3,0,1,4,,8,10,,,3,1,3,,0,0
2002,40,3,1,1,4,1,97,97,,,2,2,2,,0,0
2002,37,3,0,1,1,0,90,95,,,5,2,5,,0,0
2002,39,3,1,1,1,0,50,50,,,4,1,1,,0,0
2002,39,3,0,,1,,50,70,,,3,3,,,0,0
2002,42,3,1,1,2,,50,50,,,3,2,,,1,0
2002,29,3,0,1,1,,,50,,,,2,,,0,0
2002,53,4,1,1,1,0,60,70,,,4,3,4,,0,0
2002,67,5,0,1,1,1,70,75,,,1,1,5,,1,0
2002,57,4,0,2,1,1,70,80,,,0,1,,,0,0
2002,62,5,1,1,4,1,85,85,,,1,1,1,,0,0
2002,37,3,0,1,1,0,85,80,,,4,2,3,,0,0
2002,32,3,0,1,4,0,25,50,,,5,1,3,,0,0
2002,84,6,0,1,1,0,50,75,,,4,2,5,,0,0
2002,35,3,1,2,4,,97,97,,,3,1,5,,1,0
2002,49,4,0,1,2,0,10,50,,,6,2,5,,1,0
2002,52,4,0,1,2,1,60,60,,,2,2,3,,0,0
2002,90,6,0,1,4,1,,,,,2,1,1,,0,0
2002,46,4,1,2,1,1,60,50,,,0,1,,,1,0
2002,51,4,0,1,1,1,75,70,,,2,2,2,,1,0
2002,43,3,1,1,2,,60,60,,,3,2,3,,0,0
2002,27,2,1,1,1,0,80,90,,,5,2,3,,0,0
2002,20,2,1,1,1,,0,50,,,3,1,,,1,0
2002,47,4,1,1,1,1,40,60,,,2,2,3,,1,0
2002,36,3,0,1,1,0,40,90,,,6,1,5,,1,0
2002,76,6,1,1,1,1,95,95,,,0,1,1,,1,0
2002,48,4,0,1,2,0,50,50,,,6,2,5,,0,0
2002,67,5,1,1,1,1,70,75,,,0,1,5,,0,0
2002,37,3,0,5,3,1,,,,,1,,0,,0,0
2002,25,2,0,1,2,0,,,,,4,,,,0,0
2002,59,4,1,1,2,1,50,80,,,1,1,,,0,0
2002,65,5,1,1,2,0,45,65,,,6,2,5,,0,0
2002,47,4,0,1,1,1,50,50,,,2,3,6,,0,0
2002,25,2,1,2,1,1,60,70,,,1,1,4,,0,0
2002,83,6,0,1,1,0,60,85,,,6,2,1,,1,0
2002,21,2,1,2,1,1,,,,,0,,,,1,0
2002,42,3,1,2,2,0,40,,,,5,2,5,,0,0
2002,82,6,0,1,1,1,60,80,,,1,1,1,,0,0
2002,73,5,1,2,1,1,50,50,,,2,1,1,,0,0
2002,34,3,0,1,1,1,40,40,,,2,1,1,,0,0
2002,43,3,1,1,1,,70,60,,,,1,,,0,0
2002,54,4,0,2,1,1,60,60,,,0,1,1,,1,0
2002,72,5,0,5,2,1,50,97,,,0,3,5,,1,0
2002,53,4,0,1,4,0,45,50,,,5,1,6,,0,0
2002,42,3,1,1,2,0,30,50,,,6,2,5,,0,0
2002,68,5,0,1,4,1,30,50,,,2,1,3,,0,0
2002,41,3,0,1,1,0,50,70,,,5,1,1,,1,0
2002,67,5,1,1,1,0,80,90,,,5,2,5,,0,0
2002,80,6,0,1,1,0,,,,,4,1,5,,0,0
2002,37,3,0,1,1,0,50,50,,,6,2,4,,1,0
2002,52,4,1,1,2,0,50,80,,,5,2,4,,0,0
2002,75,5,0,1,2,0,50,50,,,5,2,4,,0,0
2002,53,4,0,1,4,1,50,50,,,2,1,1,,0,0
2002,66,5,0,1,4,1,40,50,,,2,1,3,,0,0
2002,47,4,1,1,1,0,60,60,,,5,2,2,,0,0
2002,65,5,1,2,1,1,90,97,,,0,2,,,1,0
2002,79,6,0,,1,1,25,75,,,1,2,,,0,0
2002,62,5,0,1,2,0,40,50,,,6,2,6,,0,0
2002,61,5,0,1,2,0,80,80,,,6,3,5,,0,0
2002,52,4,1,1,2,,60,70,,,3,1,1,,0,0
2002,65,5,0,1,4,1,75,75,,,1,2,4,,0,0
2002,57,4,1,1,1,1,50,75,,,0,1,3,,0,0
2002,33,3,0,1,1,1,80,95,,,1,2,3,,0,0
2002,56,4,0,2,4,1,48,50,,,2,1,2,,0,0
2002,53,4,1,1,2,1,50,70,,,1,1,4,,0,0
2002,35,3,0,1,1,0,60,70,,,5,1,4,,0,0
2002,76,6,0,1,2,1,80,90,,,2,2,3,,0,0
2002,52,4,0,1,4,1,65,65,,,2,1,1,,0,0
2002,34,3,0,1,2,0,50,,,,5,1,4,,0,0
2002,51,4,1,1,2,1,30,50,,,2,1,1,,0,0
2002,57,4,0,1,4,1,,,,,1,,1,,0,0
2002,34,3,1,1,1,1,97,97,,,2,2,3,,1,0
2002,63,5,1,1,2,1,75,75,,,2,1,4,,0,0
2002,61,5,1,1,2,,,,,,3,,,,0,0
2002,58,4,1,1,2,1,50,50,,,0,1,2,,0,0
2002,49,4,1,1,2,0,70,70,,,6,2,5,,0,0
2002,40,3,0,2,1,1,50,90,,,2,1,3,,0,0
2002,41,3,1,1,1,1,,,,,1,,1,,0,0
2002,49,4,0,1,4,,,,,,3,,,,1,0
2002,36,3,0,1,1,0,,,,,5,,4,,1,0
2002,33,3,1,1,2,1,70,70,,,1,2,,,0,0
2002,0,,0,,3,1,50,50,,,2,2,1,,0,0
2002,70,5,0,4,2,1,80,80,,,1,1,4,,0,0
2002,44,4,1,1,2,0,,,,,6,2,4,,0,0
2002,58,4,1,1,1,0,50,50,,,5,2,3,,1,0
2002,47,4,0,1,4,1,97,97,,,0,1,,,0,0
2002,61,5,1,1,1,1,60,75,,,1,2,,,0,0
2002,65,5,0,1,1,0,80,80,,,6,2,5,,1,0
2002,74,5,1,1,2,1,50,70,,,1,1,4,,0,0
2002,51,4,0,1,1,1,60,,,,1,2,2,,1,0
2002,25,2,0,2,1,1,50,70,,,0,2,2,,0,0
2002,76,6,1,2,1,1,85,85,,,0,2,5,,1,0
2002,39,3,1,1,2,0,65,85,,,6,2,3,,0,0
2002,46,4,1,4,1,1,20,97,,,1,1,,,0,0
2002,35,3,0,1,4,,50,50,,,3,1,2,,0,0
2002,40,3,1,1,1,0,40,60,,,6,2,5,,1,0
2002,56,4,1,1,1,0,50,50,,,6,2,5,,1,0
2002,60,5,1,2,1,1,,,,,0,1,,,0,0
2002,59,4,0,1,1,0,40,50,,,4,2,3,,1,0
2002,60,5,1,1,1,1,80,90,,,2,2,3,,0,0
2002,32,3,1,5,2,0,45,50,,,6,2,3,,1,0
2002,58,4,0,1,1,1,40,50,,,0,1,1,,0,0
2002,50,4,1,1,3,0,30,40,,,6,1,5,,0,0
2002,44,4,0,4,4,0,,,,,4,,3,,0,0
2002,34,3,0,1,1,,40,50,,,3,1,,,0,0
2002,41,3,0,1,4,,50,50,,,3,2,,,0,0
2002,62,5,0,1,1,1,80,80,,,1,1,1,,0,0
2002,45,4,1,1,2,1,50,50,,,1,2,,,1,0
2002,42,3,0,5,4,0,10,70,,,5,2,3,,1,0
2002,67,5,0,4,4,0,70,90,,,5,2,3,,0,0
2002,72,5,1,1,1,,65,65,,,,1,,,0,0
2002,41,3,1,1,2,1,40,70,,,1,1,3,,1,0
2002,60,5,0,1,4,1,50,50,,,0,1,3,,0,0
2002,41,3,0,1,1,0,40,70,,,6,2,5,,0,0
2002,65,5,0,1,1,1,75,75,,,0,2,1,,0,0
2002,43,3,1,1,3,0,95,95,,,5,1,4,,0,0
2002,22,2,0,1,2,1,,,,,0,,3,,0,0
2002,49,4,0,1,1,1,60,90,,,1,2,3,,0,0
2002,47,4,1,2,1,1,49,55,,,0,1,,,0,0
2002,48,4,1,1,4,0,40,50,,,4,2,5,,0,0
2002,67,5,0,5,4,0,60,60,,,4,3,5,,0,0
2002,52,4,1,5,2,1,,,,,0,,3,,1,0
2004,50,4,0,1,4,,,40,0,50,3,3,3,1,0,0
2004,47,4,0,3,1,1,70,60,85,97,2,2,3,1,0,0
2004,37,3,1,1,1,1,50,85,15,97,0,2,5,0,1,0
2004,71,5,0,2,1,,,,,,3,,3,0,1,0
2004,62,5,1,1,1,1,70,10,70,10,0,2,5,0,1,0
2004,53,4,0,1,1,,85,97,0,70,3,1,5,1,0,0
2004,49,4,1,1,2,1,60,70,40,50,0,1,5,1,0,0
2004,56,4,1,1,1,0,70,97,40,97,5,2,3,1,0,0
2004,50,4,0,2,1,1,,,,,2,,2,1,0,0
2004,47,4,1,1,1,1,30,60,15,85,0,2,5,1,1,0
2004,30,3,0,1,1,1,40,8,30,97,2,2,3,1,0,0
2004,20,2,1,1,2,1,30,60,15,60,2,1,,1,0,0
2004,44,3,0,2,1,1,0,97,30,60,2,1,3,0,0,0
2004,33,3,1,1,1,1,50,50,40,70,1,1,3,1,0,0
2004,34,3,1,1,4,1,50,50,50,50,2,1,1,1,0,0
2004,39,3,0,1,4,1,50,85,40,97,2,1,,2,0,0
2004,54,4,1,5,1,1,,,,,2,,2,1,0,0
2004,40,3,1,1,2,1,50,60,0,60,1,2,4,1,0,0
2004,35,3,1,1,2,,,,,,3,,,0,0,0
2004,33,3,1,2,1,0,50,97,97,97,6,0,,0,0,0
2004,31,3,1,1,4,1,40,70,15,97,0,1,2,2,1,0
2004,47,4,1,1,4,1,,,,,2,,0,2,0,0
2004,37,3,0,1,4,1,40,50,40,60,1,2,5,2,0,0
2004,27,2,0,1,1,1,35,75,30,40,0,1,5,0,0,0
2004,66,5,1,2,1,0,40,97,85,30,5,1,,0,1,0
2004,44,3,1,2,1,0,60,85,50,85,5,1,,0,1,0
2004,73,5,0,1,1,0,85,97,85,97,6,1,4,0,0,0
2004,26,2,1,5,2,0,15,50,15,70,5,1,,0,0,0
2004,40,3,1,2,1,0,70,97,50,85,6,1,,0,1,0
2004,61,4,1,4,1,0,85,70,50,70,4,2,3,1,1,0
2004,27,2,0,5,1,1,,,,,2,,,0,1,0
2004,77,5,1,1,4,1,,,,,2,,1,2,0,0
2004,50,4,1,1,2,0,50,60,40,60,4,1,4,1,0,0
2004,31,3,0,1,1,0,70,97,60,97,4,2,5,1,0,0
2004,23,2,1,1,1,,50,50,40,50,3,2,3,1,0,0
2004,72,5,1,1,2,,15,50,15,60,3,2,,0,0,0
2004,90,6,1,1,2,1,40,,40,80,2,2,3,1,0,0
2004,46,4,0,1,4,0,60,70,15,85,4,2,2,1,0,0
2004,56,4,0,1,1,1,30,50,0,97,1,3,4,1,0,0
2004,43,3,1,1,1,1,50,97,40,97,0,1,5,1,1,0
2004,62,5,0,1,4,1,60,70,30,70,0,2,5,1,1,0
2004,59,4,0,1,1,1,50,70,0,70,1,2,,0,1,0
2004,69,5,1,4,2,,40,85,40,85,3,3,,1,0,0
2004,30,3,1,1,2,1,50,50,50,70,0,2,3,0,1,0
2004,55,4,0,1,1,0,60,70,40,85,4,2,4,1,0,0
2004,39,3,1,1,1,1,85,97,15,97,0,2,5,0,0,0
2004,55,4,1,1,4,0,,,,,5,,1,,0,0
2004,59,4,0,1,1,1,60,85,15,70,1,3,4,0,1,0
2004,54,4,1,1,1,0,,,,,4,,,0,0,0
2004,47,4,0,1,4,,50,50,70,50,3,1,3,2,0,0
2004,32,3,1,2,1,0,0,97,0,97,6,1,3,0,1,0
2004,72,5,1,1,1,0,70,60,30,70,4,1,,1,0,0
2004,22,2,0,,,,,,,,3,1,3,,0,0
2004,43,3,1,,4,0,,,,,5,,,0,0,0
2004,62,5,0,4,1,1,70,70,50,70,0,2,4,0,0,0
2004,52,4,0,2,1,,15,70,0,97,3,1,3,0,1,0
2004,59,4,0,1,1,1,85,85,60,85,1,1,4,1,1,0
2004,26,2,0,1,2,1,40,60,0,97,0,2,5,1,0,0
2004,59,4,0,1,1,1,60,70,0,60,1,2,,0,0,0
2004,22,2,0,1,1,1,70,70,70,70,1,1,,2,0,0
2004,77,5,1,1,1,0,60,85,50,85,5,2,2,1,1,0
2004,60,4,0,5,2,,30,70,70,85,3,1,3,1,0,0
2004,41,3,1,1,1,0,85,97,50,97,6,1,1,1,0,0
2004,77,5,1,1,4,0,70,85,30,70,6,2,1,1,0,0
2004,42,3,0,5,1,,,,,,3,,3,0,1,0
2004,81,6,1,1,1,0,97,97,50,85,4,2,,0,0,0
2004,40,3,1,1,1,0,,,,,4,,,0,0,0
2004,70,5,0,1,1,1,60,85,60,85,1,3,5,2,0,0
2004,47,4,1,1,1,1,60,85,40,85,1,2,5,0,0,0
2004,77,5,0,1,1,1,40,,40,60,0,2,6,1,0,0
2004,23,2,0,1,2,1,50,70,30,70,0,2,3,1,1,0
2004,39,3,0,1,1,1,85,85,15,70,0,2,5,1,0,0
2004,33,3,0,1,2,0,40,85,30,85,4,2,5,1,0,0
2004,56,4,0,1,1,0,50,60,40,60,5,1,4,1,0,0
2004,45,3,0,2,4,1,40,85,60,70,1,2,4,1,1,0
2004,42,3,0,5,2,1,,,,,2,,3,0,1,0
2004,28,2,1,1,1,1,50,70,40,70,0,2,5,0,0,0
2004,53,4,0,1,2,0,85,85,70,97,5,1,1,1,0,0
2004,39,3,0,5,2,0,,,,,5,,,0,0,0
2004,51,4,0,1,2,0,60,60,60,70,4,2,5,0,1,0
2004,26,2,0,1,1,1,,,,,0,,5,1,0,0
2004,18,2,1,1,4,0,50,50,40,97,5,1,1,2,0,0
2004,55,4,1,4,1,1,60,97,15,97,0,2,6,0,1,0
2004,64,5,0,1,1,1,40,70,0,85,0,1,6,0,0,0
2004,42,3,0,1,1,1,15,50,0,50,0,1,,1,0,0
2004,71,5,1,1,1,0,30,85,15,60,5,1,4,0,1,0
2004,43,3,0,2,1,,,,,,3,,3,0,1,0
2004,68,5,0,1,1,1,60,85,60,85,1,2,4,1,0,0
2004,72,5,0,1,2,1,30,60,40,70,2,2,3,1,0,0
2004,74,5,0,4,3,0,70,85,70,70,4,1,5,0,0,0
2004,55,4,1,1,1,0,70,85,85,85,5,1,3,1,0,0
2004,53,4,1,1,1,0,30,70,85,70,5,2,1,2,0,0
2004,67,5,1,1,1,1,60,10,40,10,0,2,5,0,1,0
2004,47,4,1,1,1,0,40,60,40,60,4,2,4,0,1,0
2004,28,2,1,1,3,0,60,70,85,85,6,1,1,2,0,0
2004,32,3,1,1,2,0,70,97,85,85,6,1,0,2,0,0
2004,38,3,0,5,2,1,50,50,50,70,0,1,3,1,1,0
2004,42,3,1,5,2,0,70,80,50,70,4,2,0,0,0,0
2004,38,3,0,1,1,,70,97,40,70,,,,0,0,0
2004,64,5,0,2,4,1,15,97,30,97,2,1,3,2,0,0
2004,44,3,1,1,2,1,40,60,0,85,0,1,3,0,0,0
2004,18,2,0,5,2,0,85,85,40,85,5,1,3,1,1,0
2004,61,4,1,1,1,0,30,60,15,70,5,2,5,0,1,0
2004,67,5,0,1,2,0,40,70,0,70,4,2,5,1,0,0
2004,75,5,0,1,4,1,40,50,15,50,0,1,4,2,1,0
2004,70,5,0,1,1,0,60,97,30,85,6,1,3,1,0,0
2004,27,2,1,3,1,0,,,,,6,,3,1,0,0
2004,42,3,0,1,2,1,50,97,50,70,0,2,5,1,0,0
2004,45,3,1,1,2,1,60,70,60,70,0,1,4,1,0,0
2004,62,5,1,1,2,1,40,85,30,85,2,1,,1,0,0
2004,47,4,1,1,2,1,40,50,60,60,2,1,1,2,0,0
2004,27,2,1,5,2,,50,70,60,70,3,2,,0,1,0
2004,28,2,1,2,1,1,50,60,50,97,2,2,3,0,1,0
2004,58,4,1,2,1,0,50,85,50,97,6,1,1,1,0,0
2004,34,3,1,2,1,0,70,97,0,70,6,1,,0,1,0
2004,42,3,1,4,1,1,70,97,50,97,2,1,5,0,1,0
2004,24,2,1,2,1,0,97,97,40,97,6,1,5,0,0,0
2004,43,3,1,,1,1,40,60,30,40,2,1,3,1,0,0
2004,43,3,1,3,1,1,,85,50,85,0,2,5,1,0,0
2004,72,5,1,4,2,1,70,85,70,97,2,1,2,1,0,0
2004,22,2,0,5,1,,50,85,0,40,3,1,,1,0,0
2004,73,5,1,1,2,0,40,60,30,60,6,2,4,0,0,0
2004,61,4,0,1,2,1,50,60,30,90,0,1,4,1,0,0
2004,55,4,0,1,1,1,50,60,15,15,1,2,2,1,1,0
2004,43,3,0,5,2,0,40,60,60,30,6,2,3,2,1,0
2004,25,2,1,2,1,0,70,85,40,85,6,1,,2,0,0
2004,21,2,0,1,4,1,40,85,15,70,1,1,4,1,0,0
2004,19,2,0,1,4,0,,,,,4,,4,2,0,0
2004,45,3,0,1,2,0,50,50,0,70,6,2,3,1,0,0
2004,62,5,0,1,2,0,70,97,70,70,5,1,3,1,0,0
2004,52,4,1,1,1,0,,,,,4,,5,0,1,0
2004,51,4,0,2,1,0,60,85,70,70,4,2,,0,0,0
2004,20,2,0,1,2,0,40,70,30,97,5,3,,1,0,0
2004,24,2,1,1,1,1,40,70,50,70,0,1,5,1,0,0
2004,88,6,0,1,4,0,60,70,40,70,6,2,2,2,1,0
2004,32,3,0,4,1,0,50,70,50,50,4,1,3,0,0,0
2004,66,5,1,1,1,0,70,70,15,70,4,2,3,1,0,0
2004,73,5,0,1,3,1,30,50,0,60,1,1,4,2,0,0
2004,21,2,0,1,1,1,50,50,0,70,0,1,3,2,0,0
2004,63,5,1,5,1,0,85,97,85,97,6,3,,0,1,0
2004,77,5,0,1,2,0,70,70,40,85,6,2,2,1,0,0
2004,77,5,1,1,3,0,85,97,0,97,6,2,,0,0,0
2004,26,2,1,1,1,0,40,50,15,50,5,1,2,1,1,0
2004,52,4,0,1,1,1,60,70,60,60,2,1,4,1,1,0
2004,67,5,1,1,1,1,60,85,50,97,2,1,2,0,0,0
2004,68,5,0,1,2,1,40,60,40,85,0,1,6,1,0,0
2004,47,4,1,1,1,0,50,85,50,85,5,2,,0,1,0
2004,46,4,0,1,1,1,40,70,70,70,0,2,6,0,0,0
2004,64,5,0,1,4,1,70,70,60,97,2,1,3,2,0,0
2004,51,4,1,1,1,1,70,85,40,60,0,2,5,0,1,0
2004,46,4,1,1,1,1,60,85,50,85,0,2,3,1,0,0
2004,23,2,0,1,2,1,70,97,70,97,2,2,2,1,0,0
2004,39,3,1,4,1,1,60,85,30,85,0,1,3,0,1,0
2004,22,2,1,5,4,1,50,50,50,50,2,1,3,1,0,0
2004,28,2,1,1,4,0,,,,,6,,1,2,1,0
2004,74,5,1,1,2,0,50,85,50,85,6,2,3,1,0,0
2004,68,5,1,1,1,0,97,70,85,97,5,2,,0,1,0
2004,23,2,1,1,1,,50,50,50,50,3,2,,1,0,0
2004,29,2,1,1,4,0,70,85,50,85,6,1,1,2,1,0
2004,80,6,1,1,1,,70,97,,97,3,1,3,0,0,0
2004,43,3,1,1,4,0,,,,,6,,1,2,0,0
2004,58,4,1,1,1,1,85,97,85,97,0,3,3,,0,0
2004,55,4,0,1,4,0,55,75,55,75,6,1,1,2,0,0
2004,78,6,1,5,2,0,85,97,85,85,5,2,,0,1,0
2004,58,4,1,1,1,1,50,,50,70,0,2,5,1,0,0
2004,45,3,1,1,1,1,50,70,40,97,1,1,3,1,0,0
2004,49,4,1,1,2,1,70,70,40,70,0,2,5,0,0,0
2004,29,2,1,1,4,0,60,8,5,7,5,1,,0,0,0
2004,58,4,1,2,1,0,85,70,70,85,6,2,3,,1,0
2004,27,2,1,1,4,1,50,50,40,97,1,2,4,2,0,0
2004,40,3,1,1,1,,,,,,3,,3,0,0,0
2004,34,3,0,1,1,1,70,85,30,70,1,1,5,0,0,0
2004,23,2,0,5,4,1,60,70,70,85,2,1,0,2,0,0
2004,62,5,0,2,1,0,60,60,,85,6,1,,0,1,0
2004,18,2,1,2,1,,70,70,60,70,3,1,,0,0,0
2004,19,2,0,1,1,1,50,60,30,40,1,2,5,0,0,0
2004,66,5,0,1,1,1,15,70,60,60,0,1,3,0,1,0
2004,81,6,0,2,1,0,85,97,0,85,5,2,,0,1,0
2004,25,2,0,1,1,1,50,85,60,70,2,1,2,1,1,0
2004,53,4,0,1,4,1,,85,40,85,2,1,1,1,0,0
2004,28,2,0,1,2,,50,70,60,60,3,0,3,1,1,0
2004,36,3,1,1,2,1,60,70,50,70,0,1,5,1,0,0
2004,47,4,1,1,2,0,50,50,50,60,6,2,1,1,0,0
2004,44,3,0,4,4,,40,50,30,70,3,1,4,2,0,0
2004,37,3,1,2,1,0,50,50,50,50,6,1,,0,1,0
2004,63,5,1,4,1,0,97,97,85,97,5,0,,0,0,0
2004,37,3,0,1,2,0,70,60,50,85,4,2,3,1,0,0
2004,71,5,1,1,2,0,70,70,40,70,6,2,,0,0,0
2004,47,4,0,2,1,1,85,97,85,97,2,2,,1,0,0
2004,38,3,0,1,1,1,50,80,40,80,1,2,4,1,0,0
2004,56,4,1,1,2,0,50,60,40,70,6,2,2,1,0,0
2004,44,3,0,1,1,0,40,50,70,70,4,1,5,,1,0
2004,64,5,0,1,3,0,50,60,30,85,5,1,2,2,0,0
2004,59,4,0,1,2,1,40,50,30,60,0,2,5,0,1,0
2004,55,4,0,5,2,,50,50,50,50,3,1,,1,0,0
2004,35,3,1,1,2,0,,,,,6,,,1,0,0
2004,31,3,1,1,1,1,50,50,40,70,0,2,4,0,0,0
2004,47,4,1,1,4,1,50,97,40,85,2,1,3,1,1,0
2004,21,2,0,1,4,1,97,97,40,97,2,1,2,1,0,0
2004,76,5,1,1,1,0,50,85,85,85,6,1,,2,0,0
2004,62,5,0,1,1,0,15,85,40,97,4,2,5,1,0,0
2004,86,6,0,1,2,,40,97,0,97,3,2,5,1,1,0
2004,43,3,1,1,4,1,70,85,50,70,2,1,3,1,0,0
2004,56,4,0,1,1,1,60,85,50,60,1,1,3,0,1,0
2004,20,2,1,1,2,1,40,50,15,50,2,1,3,1,0,0
2004,34,3,1,1,1,0,40,70,10,80,5,2,,1,1,0
2004,23,2,1,1,1,0,40,50,40,50,5,1,3,1,0,0
2004,45,3,0,3,2,0,50,75,50,50,5,1,3,0,0,0
2004,58,4,0,1,1,,50,85,85,50,3,0,3,1,1,0
2004,19,2,0,5,1,0,70,80,75,70,5,1,,2,0,0
2004,53,4,1,1,1,1,50,50,30,85,1,2,4,1,0,0
2004,24,2,0,1,1,0,,,,,5,,6,0,1,0
2004,30,3,0,1,1,1,40,50,50,50,2,1,4,1,0,0
2004,50,4,1,3,1,0,,,,,6,,4,0,0,0
2004,63,5,1,1,4,0,85,85,15,50,5,2,4,2,0,0
2004,47,4,0,2,1,0,70,85,40,85,6,2,,0,0,0
2004,73,5,1,1,1,0,40,85,40,85,6,1,3,1,0,0
2004,41,3,1,1,1,1,60,90,15,90,1,1,3,0,1,0
2004,62,5,0,1,4,0,70,85,85,60,5,1,0,2,0,0
2004,82,6,1,1,1,1,,,,,0,,5,0,0,0
2004,21,2,0,5,4,1,70,85,15,85,0,3,6,0,0,0
2004,38,3,0,3,2,1,,,,,2,,2,1,0,0
2004,50,4,1,1,1,1,50,70,30,70,1,2,4,0,0,0
2004,66,5,1,1,1,1,70,70,40,85,0,1,6,0,0,0
2004,59,4,0,1,3,1,50,60,60,70,2,1,1,2,1,0
2004,63,5,0,2,1,1,50,70,40,85,2,1,3,1,0,0
2004,25,2,1,3,4,1,70,70,15,50,2,1,,2,0,0
2004,38,3,1,1,2,1,40,70,30,70,0,2,,1,0,0
2004,28,2,1,2,1,1,40,85,50,85,2,1,3,1,1,0
2004,67,5,0,1,2,,60,65,40,70,3,2,3,1,0,0
2004,60,4,0,2,1,0,,,,,5,,1,1,1,0
2004,62,5,1,1,2,1,60,70,70,60,1,1,3,1,0,0
2004,48,4,0,1,1,1,50,85,40,97,0,2,5,0,0,0
2004,44,3,0,1,1,1,30,50,0,97,1,1,5,1,0,0
2004,59,4,0,1,1,1,50,85,40,97,1,1,6,0,1,0
2004,39,3,1,2,1,0,,,,,5,,,0,0,0
2004,82,6,1,1,,0,15,50,0,40,5,2,3,2,0,0
2004,61,4,1,2,1,0,97,97,30,97,6,1,3,0,0,0
2004,54,4,1,2,1,0,97,97,97,97,5,2,3,1,0,0
2004,51,4,0,1,4,0,60,70,30,70,5,2,3,1,0,0
2004,35,3,1,2,4,,60,40,0,15,3,2,,,0,0
2004,54,4,1,1,4,0,70,85,50,85,6,1,2,2,0,0
2004,58,4,0,1,1,0,60,75,40,75,4,0,6,1,0,0
2004,27,2,0,1,1,,,,,,3,,4,1,0,0
2004,58,4,1,1,2,1,70,70,50,85,0,2,5,0,0,0
2004,40,3,0,2,1,0,60,60,40,70,5,2,3,1,0,0
2004,22,2,0,4,1,1,70,85,30,70,2,0,3,1,1,0
2004,19,2,0,1,,1,50,70,0,97,2,3,5,0,0,0
2004,68,5,1,1,2,0,15,70,15,60,6,1,2,0,0,0
2004,65,5,0,1,1,0,60,60,15,70,4,1,5,0,0,0
2004,76,5,0,1,1,0,50,50,40,50,4,1,4,1,0,0
2004,69,5,0,1,1,1,50,70,50,40,2,0,3,2,0,0
2004,25,2,1,2,1,0,50,70,50,50,5,1,3,0,1,0
2004,65,5,1,1,4,0,40,85,30,97,4,1,5,2,1,0
2004,56,4,0,1,4,,50,97,97,50,3,1,,1,0,0
2004,39,3,0,1,1,1,40,50,15,60,0,1,5,0,1,0
2004,82,6,1,1,1,1,70,85,0,70,0,2,,0,0,0
2004,77,5,1,1,1,1,40,97,,97,0,1,5,0,1,0
2004,23,2,1,1,1,0,,,,,4,,,1,1,0
2004,51,4,0,1,1,1,50,50,50,50,2,1,3,1,0,0
2004,40,3,1,1,1,1,40,50,25,75,0,2,4,1,1,0
2004,78,6,1,1,1,0,85,85,60,85,6,2,2,0,1,0
2004,48,4,0,1,1,1,70,85,50,85,2,2,5,0,0,0
2004,46,4,1,2,,,60,85,40,85,3,1,4,1,0,0
2004,73,5,0,1,1,1,50,60,70,70,2,2,3,1,0,0
2004,51,4,0,1,2,1,40,60,50,60,0,2,4,1,1,0
2004,50,4,0,2,1,,60,60,60,70,3,2,,1,0,0
2004,37,3,1,1,2,1,60,70,40,70,2,2,2,1,1,0
2004,56,4,0,1,2,1,70,85,70,60,1,1,5,1,0,0
2004,46,4,1,1,1,1,40,50,0,70,0,2,3,1,1,0
2004,20,2,0,5,2,1,30,50,85,97,2,1,1,2,0,0
2004,30,3,0,1,4,1,40,85,50,85,1,3,4,1,0,0
2004,25,2,1,1,1,1,50,50,40,50,2,2,,1,0,0
2004,65,5,1,1,1,0,40,70,15,70,4,1,,0,1,0
2004,31,3,1,1,1,0,40,70,15,60,5,2,2,1,0,0
2004,70,5,0,1,4,1,30,60,30,70,0,2,3,0,0,0
2004,52,4,0,1,1,0,50,60,40,60,4,1,4,1,0,0
2004,22,2,1,4,1,1,,,,,2,,3,1,0,0
2004,38,3,0,1,1,1,50,50,50,85,2,1,2,0,0,0
2004,53,4,1,1,2,,50,85,,70,3,2,,1,0,0
2004,48,4,1,2,1,0,,,,,6,,,0,1,0
