year,age,cohort,female,race6,religion,dems,ftwelfare,ftpoor,ftaliens,ftyoung,pid7,trust,ideo7,inerrant,south,dempres
1972,23,4,0,1,1,1,,70,,85,0,2,3,,1,0
1972,41,5,0,1,1,,,97,,97,3,2,4,,1,0
1972,30,5,1,1,1,0,,85,,97,5,1,,,1,0
1972,28,4,1,1,1,0,,70,,85,6,1,2,,0,0
1972,48,6,1,1,2,1,,97,,85,0,1,,,0,0
1972,47,6,0,1,1,0,,50,,50,5,2,5,,0,0
1972,30,5,0,1,1,0,,85,,50,4,1,,,0,0
1972,37,5,0,1,2,0,,70,,85,4,2,4,,0,0
1972,31,5,1,1,2,1,,97,,70,1,,3,,1,0
1972,54,6,1,1,1,1,,85,,85,1,2,4,,1,0
1972,29,4,0,1,1,0,,40,,60,4,1,5,,0,0
1972,26,4,0,1,1,0,,70,,50,5,2,3,,0,0
1972,47,6,0,1,1,0,,90,,0,4,2,3,,0,0
1972,59,6,1,1,2,1,,,,,2,,,,0,0
1972,42,5,1,1,1,1,,70,,70,1,2,3,,0,0
1972,73,7,1,1,1,0,,50,,97,6,2,,,0,0
1972,53,6,0,1,1,,,70,,85,3,1,4,,0,0
1972,59,6,0,1,1,,,,,,3,,,,0,0
1972,77,7,1,2,1,1,,,,,0,,,,1,0
1972,23,4,0,1,4,0,,85,,85,4,2,2,,1,0
1972,22,4,0,1,2,1,,50,,50,1,1,3,,0,0
1972,30,5,0,1,1,1,,,,,1,2,,,0,0
1972,71,7,1,1,1,0,,85,,70,6,1,5,,0,0
1972,20,4,1,1,1,,,97,,97,3,2,3,,0,0
1972,19,4,1,2,1,1,,70,,97,1,2,3,,1,0
1972,80,8,1,1,1,0,,97,,65,6,2,,,1,0
1972,72,7,0,1,1,0,,60,,60,6,1,5,,0,0
1972,41,5,1,1,1,,,85,,85,3,2,,,0,0
1972,26,4,1,1,1,0,,97,,97,5,3,3,,1,0
1972,65,7,1,1,1,0,,85,,85,6,1,,,0,0
1972,49,6,1,1,2,1,,70,,85,0,2,3,,0,0
1972,70,7,0,2,4,1,,70,,50,1,1,2,,0,0
1972,20,4,1,1,4,1,,70,,70,2,1,1,,0,0
1972,49,6,1,1,2,1,,,,,1,2,3,,0,0
1972,65,7,1,1,1,,,85,,85,3,2,3,,0,0
1972,27,4,1,2,1,1,,97,,80,2,1,,,1,0
1972,51,6,0,1,1,1,,70,,70,2,2,3,,0,0
1972,18,4,0,1,1,0,,85,,85,5,2,,,0,0
1972,21,4,0,1,1,,,,,,3,,,,0,0
1972,26,4,0,1,2,1,,70,,85,1,2,4,,0,0
1972,37,5,1,1,2,1,,97,,60,0,1,1,,0,0
1972,60,6,1,2,2,1,,,,,0,,,,0,0
1972,28,4,1,2,1,1,,97,,97,2,1,2,,0,0
1972,21,4,0,1,2,1,,40,,70,1,1,5,,0,0
1972,25,4,1,1,1,,,60,,97,3,2,2,,0,0
1972,56,6,0,1,2,0,,85,,70,5,1,3,,0,0
1972,58,6,0,1,1,0,,85,,97,5,2,4,,0,0
1972,67,7,1,1,1,1,,50,,85,1,2,5,,0,0
1972,34,5,0,1,1,0,,60,,97,5,1,4,,1,0
1972,31,5,0,2,1,1,,85,,70,0,1,3,,1,0
1972,39,5,0,1,1,1,,90,,85,1,1,3,,1,0
1972,87,8,1,1,1,0,,70,,85,4,3,,,0,0
1972,29,4,1,1,1,0,,60,,85,6,1,3,,0,0
1972,53,6,1,1,1,1,,50,,85,1,2,5,,1,0
1972,44,5,0,1,1,0,,50,,85,5,2,,,0,0
1972,45,5,0,1,1,0,,80,,90,6,2,3,,1,0
1972,49,6,0,1,1,0,,80,,97,6,1,3,,1,0
1972,53,6,0,1,1,,,85,,85,3,1,4,,0,0
1972,52,6,0,1,1,1,,85,,97,0,2,,,0,0
1972,22,4,1,3,4,0,,85,,60,4,1,4,,0,0
1972,34,5,1,1,2,0,,40,,60,5,2,4,,0,0
1972,19,4,1,1,2,1,,60,,85,2,1,4,,0,0
1972,49,6,0,1,3,1,,70,,85,2,2,3,,0,0
1972,18,4,1,1,2,1,,97,,97,1,2,3,,0,0
1972,47,6,1,1,1,1,,60,,70,1,2,3,,0,0
1972,39,5,1,1,2,1,,80,,75,0,,3,,0,0
1972,50,6,0,1,1,0,,,,,5,1,,,0,0
1972,31,5,1,1,1,0,,60,,85,4,1,2,,0,0
1972,33,5,1,1,1,1,,70,,85,2,2,,,1,0
1972,48,6,0,1,1,0,,85,,70,4,2,4,,0,0
1972,45,5,1,1,2,0,,,,,5,2,,,0,0
1972,46,6,1,1,1,0,,,,,5,,,,0,0
1972,80,8,1,1,1,1,,70,,97,1,1,,,0,0
1972,56,6,0,1,1,1,,,,,0,1,,,0,0
1972,62,7,0,1,1,0,,70,,60,6,1,,,0,0
1972,23,4,1,2,2,1,,97,,70,1,1,3,,1,0
1972,39,5,1,2,1,1,,,,,1,,,,1,0
1972,55,6,0,2,1,1,,,,,0,,,,1,0
1972,31,5,0,2,1,1,,97,,97,1,1,3,,1,0
1972,31,5,1,1,1,1,,,,,1,,,,1,0
1972,23,4,1,1,1,1,,,,85,1,2,,,1,0
1972,48,6,0,2,1,0,,97,,70,6,2,4,,0,0
1972,48,6,1,1,1,1,,60,,70,2,2,,,0,0
1972,67,7,1,2,1,1,,,,,0,1,,,1,0
1972,56,6,0,2,1,1,,50,,50,0,1,,,1,0
1972,53,6,1,1,1,0,,,,60,5,1,,,0,0
1972,31,5,0,1,1,1,,50,,50,1,1,3,,0,0
1972,68,7,0,1,1,1,,,,,1,,,,0,0
1972,60,6,0,1,2,0,,85,,85,6,1,,,1,0
1972,70,7,0,1,2,1,,50,,85,1,3,3,,1,0
1972,61,6,0,1,1,0,,,,,5,,,,1,0
1972,60,6,0,2,4,1,,97,,97,0,2,,,1,0
1972,82,8,0,1,1,0,,,,,6,,,,0,0
1972,48,6,1,1,2,0,,85,,85,5,2,3,,0,0
1972,30,5,1,5,1,,,70,,70,3,1,,,1,0
1972,34,5,1,1,1,1,,,,,1,,,,1,0
1972,38,5,1,1,1,,,,,,3,,,,1,0
1972,77,7,0,1,1,1,,97,,85,1,,,,0,0
1972,38,5,0,1,1,,,85,,85,3,1,3,,1,0
1972,40,5,0,1,1,,,85,,97,3,2,3,,1,0
1972,49,6,0,1,1,1,,70,,85,1,3,3,,0,0
1972,70,7,1,1,1,0,,60,,97,6,2,4,,0,0
1972,28,4,0,1,1,0,,60,,60,4,2,2,,0,0
1972,74,7,0,2,4,1,,70,,70,0,1,,,1,0
1972,29,4,0,1,2,0,,50,,70,4,2,3,,1,0
1972,48,6,1,1,1,0,,85,,70,4,2,5,,0,0
1972,39,5,0,1,2,1,,70,,50,1,2,3,,0,0
1972,62,7,1,1,1,0,,70,,85,6,,,,0,0
1972,42,5,0,1,1,0,,60,,50,5,2,,,0,0
1972,38,5,1,1,1,,,,,,3,,,,0,0
1972,47,6,0,2,1,1,,85,,70,0,1,3,,1,0
1972,51,6,1,1,2,1,,,,,0,2,,,0,0
1972,42,5,0,1,1,1,,70,,50,0,,,,1,0
1972,25,4,0,1,1,0,,50,,85,4,2,4,,1,0
1972,25,4,0,1,1,,,70,,85,3,2,4,,0,0
1972,50,6,1,1,1,,,,,,3,,,,1,0
1972,25,4,0,1,1,,,,,,3,,,,1,0
1972,32,5,0,1,1,,,80,,70,3,1,,,1,0
1972,23,4,1,1,1,1,,50,,40,1,1,,,1,0
1972,23,4,0,1,2,1,,70,,85,2,1,4,,1,0
1972,24,4,0,1,2,0,,,,85,4,3,4,,0,0
1972,73,7,1,1,2,1,,70,,97,1,1,3,,1,0
1972,39,5,0,1,1,1,,50,,85,2,2,5,,1,0
1972,56,6,1,1,2,1,,,,,1,2,,,0,0
1972,51,6,0,1,4,,,97,,30,3,1,,,0,0
1972,39,5,1,1,1,0,,,,,5,,,,0,0
1972,27,4,1,1,1,1,,97,,85,2,1,3,,0,0
1972,49,6,0,1,1,1,,85,,60,0,2,2,,0,0
1972,38,5,1,1,2,1,,70,,70,0,1,3,,1,0
1972,31,5,1,3,2,,,70,,70,3,2,3,,1,0
1972,42,5,1,1,1,0,,70,,85,6,2,3,,0,0
1972,26,4,0,1,1,0,,,,,6,,,,1,0
1972,61,6,1,1,1,0,,97,,97,5,1,4,,0,0
1972,42,5,1,1,1,0,,97,,97,5,2,2,,0,0
1972,45,5,1,1,1,1,,70,,60,1,1,4,,0,0
1972,60,6,0,1,1,1,,50,,70,1,2,3,,1,0
1972,69,7,0,1,1,1,,,,,2,,,,0,0
1972,48,6,1,1,2,1,,70,,85,1,2,,,0,0
1972,30,5,0,1,1,0,,,,,4,2,,,0,0
1972,22,4,1,1,2,0,,75,,50,5,1,,,0,0
1972,76,7,1,1,1,0,,50,,85,4,2,,,0,0
1972,53,6,0,1,1,,,70,,70,3,1,5,,0,0
1972,35,5,0,2,1,1,,,,,2,,,,1,0
1972,51,6,1,2,1,1,,97,,97,2,2,6,,1,0
1972,29,4,0,2,1,1,,,,,1,,,,1,0
1972,46,6,0,1,1,0,,97,,97,4,1,2,,0,0
1972,29,4,0,1,1,0,,40,,60,6,1,5,,0,0
1972,32,5,0,1,4,0,,,,,4,2,,,0,0
1972,28,4,1,1,2,0,,70,,85,6,2,4,,0,0
1972,73,7,0,1,4,0,,70,,70,5,1,4,,0,0
1972,60,6,1,1,2,0,,60,,60,6,2,3,,0,0
1972,46,6,1,1,1,1,,,,97,1,1,,,0,0
1972,58,6,0,1,1,0,,70,,80,5,,,,0,0
1972,23,4,1,1,3,1,,60,,85,1,1,3,,0,0
1972,63,7,0,1,2,,,60,,60,3,1,3,,0,0
1972,32,5,1,1,4,1,,97,,50,2,1,0,,0,0
1972,49,6,1,2,1,1,,97,,97,1,2,3,,0,0
1972,76,7,1,1,1,0,,70,,60,6,2,4,,0,0
1972,41,5,0,1,1,0,,70,,70,4,2,1,,0,0
1972,45,5,1,4,4,1,,70,,95,1,1,0,,0,0
1972,52,6,0,1,1,1,,85,,50,2,1,3,,1,0
1972,23,4,0,1,1,0,,97,,85,4,1,4,,1,0
1972,34,5,0,1,1,1,,70,,70,1,3,4,,1,0
1972,52,6,0,1,1,0,,60,,70,5,1,3,,0,0
1972,46,6,0,1,2,,,,,,3,,,,0,0
1972,35,5,1,5,2,,,97,,75,,1,1,,0,0
1972,53,6,1,1,2,1,,85,,85,1,2,,,0,0
1972,63,7,0,1,1,1,,,,,2,,,,0,0
1972,45,5,1,1,1,1,,90,,97,1,2,5,,1,0
1972,38,5,0,1,2,0,,,,,4,2,,,0,0
1972,21,4,1,2,4,1,,75,,85,1,2,2,,0,0
1972,35,5,0,1,1,1,,,,,1,,,,0,0
1972,21,4,0,1,1,1,,60,,85,0,3,,,0,0
1972,47,6,1,1,1,,,,,,3,,,,0,0
1972,41,5,1,1,3,,,85,,70,3,1,0,,0,0
1972,25,4,1,5,2,1,,,,,1,,,,0,0
1972,70,7,1,2,1,0,,97,,97,6,2,,,0,0
1972,42,5,0,1,4,0,,,,,6,,,,0,0
1972,65,7,0,1,2,1,,,,,0,,,,0,0
1972,71,7,1,1,1,1,,85,,95,0,1,3,,1,0
1972,57,6,1,1,1,1,,70,,70,0,2,3,,1,0
1972,42,5,0,1,1,1,,70,,85,1,2,4,,1,0
1972,32,5,0,1,4,,,70,,50,3,2,4,,1,0
1972,56,6,0,1,2,1,,70,,97,0,2,,,1,0
1972,60,6,1,1,1,0,,10,,80,6,,4,,0,0
1972,20,4,1,1,4,,,60,,85,3,1,,,0,0
1972,66,7,0,1,1,1,,97,,97,1,1,1,,0,0
1972,24,4,0,1,1,1,,85,,85,2,2,3,,0,0
1972,24,4,1,2,1,1,,85,,85,1,2,,,0,0
1972,28,4,0,1,2,0,,50,,85,6,2,5,,0,0
1972,76,7,1,1,1,0,,40,,85,5,2,4,,0,0
1972,33,5,1,1,3,1,,,,,1,,,,0,0
1972,78,8,1,1,1,0,,,,60,5,1,3,,0,0
1972,37,5,1,2,1,1,,97,,97,0,2,1,,1,0
1972,56,6,0,2,1,0,,,,,5,,,,0,0
1972,27,4,0,2,2,1,,90,,97,1,1,,,0,0
1972,44,5,0,1,1,0,,,,,4,,,,0,0
1972,78,8,1,1,1,,,,,,3,,,,0,0
1972,44,5,0,1,1,1,,97,,85,1,1,3,,0,0
1972,60,6,1,1,1,0,,85,,85,4,2,,,0,0
1972,46,6,0,4,1,1,,70,,70,1,2,,,1,0
1972,72,7,0,1,1,1,,70,,97,1,1,,,0,0
1972,27,4,0,1,1,0,,70,,60,4,2,3,,0,0
1972,24,4,1,2,1,1,,,,,0,,,,1,0
1972,32,5,1,1,2,1,,60,,60,1,3,4,,0,0
1972,19,4,1,1,1,1,,30,,85,1,2,3,,1,0
1972,60,6,1,5,2,,,,,,3,,,,1,0
1972,32,5,1,1,1,1,,85,,85,1,2,3,,1,0
1972,18,4,1,1,1,1,,80,,97,1,2,,,0,0
1972,48,6,1,1,1,,,70,,85,3,2,,,0,0
1972,49,6,0,1,1,1,,70,,70,1,2,3,,0,0
1972,31,5,1,1,1,,,97,,85,3,1,2,,0,0
1972,31,5,0,1,2,1,,70,,70,1,2,2,,0,0
1972,57,6,0,1,1,0,,85,,97,6,3,5,,0,0
1972,56,6,1,1,1,0,,30,,40,5,3,0,,0,0
1972,45,5,1,1,1,1,,70,,85,1,1,,,0,0
1972,48,6,1,1,1,1,,85,,85,1,,,,0,0
1972,27,4,1,1,2,,,70,,70,3,1,3,,0,0
1972,61,6,1,1,1,0,,85,,60,4,1,,,0,0
1972,74,7,1,1,1,0,,,,,6,2,,,0,0
1972,18,4,0,1,1,1,,,,,1,,,,0,0
1972,51,6,0,1,1,0,,60,,70,4,2,3,,0,0
1972,56,6,1,1,3,1,,,,,0,,,,0,0
1972,79,8,1,1,1,0,,70,,85,6,1,4,,0,0
1972,85,8,0,1,1,0,,50,,60,5,1,5,,0,0
1972,46,6,0,1,2,1,,97,,97,0,2,,,0,0
1972,61,6,0,1,2,0,,60,,70,4,2,3,,0,0
1972,46,6,0,4,1,1,,85,,60,2,1,3,,0,0
1972,24,4,0,1,2,1,,70,,85,2,2,,,0,0
1972,23,4,1,1,1,1,,30,,85,2,1,2,,0,0
1972,23,4,1,1,1,0,,97,,97,6,2,3,,1,0
1972,45,5,0,1,1,1,,97,,97,0,2,3,,1,0
1972,66,7,1,1,1,0,,85,,85,6,2,4,,1,0
1972,56,6,0,1,1,1,,70,,60,1,1,3,,1,0
1972,42,5,1,1,1,1,,60,,50,2,1,3,,0,0
1972,63,7,0,1,2,1,,85,,70,0,2,3,,0,0
1972,24,4,1,1,1,1,,70,,85,1,1,3,,0,0
1972,78,8,1,1,1,0,,50,,80,6,1,,,0,0
1972,63,7,1,1,1,0,,,,,6,1,,,0,0
1972,17,4,1,1,2,1,,85,,60,0,1,1,,0,0
1972,44,5,1,1,1,1,,50,,50,1,2,,,1,0
1972,34,5,1,1,1,1,,85,,70,0,1,1,,0,0
1972,53,6,1,2,1,,,85,,85,3,1,3,,1,0
1972,39,5,0,1,1,,,,,,3,,,,1,0
1972,19,4,0,1,2,0,,60,,97,5,1,4,,0,0
1972,39,5,1,1,1,1,,60,,97,2,2,,,0,0
1972,22,4,0,1,1,1,,60,,60,2,2,3,,0,0
1972,28,4,1,1,1,,,50,,70,3,2,3,,0,0
1972,31,5,1,1,1,0,,97,,97,6,2,,,0,0
1972,72,7,1,1,1,1,,70,,85,1,1,4,,1,0
1972,29,4,1,4,1,0,,60,,60,4,3,3,,0,0
1972,34,5,1,1,1,0,,60,,85,4,1,4,,0,0
1972,29,4,1,1,1,,,85,,97,3,2,4,,0,0
1972,80,8,1,1,1,1,,70,,97,1,1,2,,1,0
1972,66,7,1,1,1,0,,85,,97,6,2,3,,0,0
1972,66,7,1,1,1,0,,97,,,6,2,,,0,0
1972,74,7,1,2,1,1,,,,,0,,,,0,0
1972,50,6,1,1,2,1,,80,,50,0,2,4,,0,0
1972,36,5,0,2,1,1,,85,,70,1,1,3,,0,0
1972,20,4,1,1,2,1,,85,,85,0,1,2,,0,0
1972,18,4,1,1,1,1,,,,,1,,,,0,0
1972,28,4,0,1,2,1,,85,,85,2,2,3,,0,0
1972,47,6,0,1,1,0,,85,,85,6,3,3,,0,0
1972,42,5,1,1,1,1,,85,,97,0,2,1,,0,0
1972,29,4,1,1,3,1,,70,,70,1,1,1,,0,0
1972,36,5,1,1,1,1,,97,,97,2,1,1,,0,0
1972,60,6,1,1,2,1,,97,,97,0,1,,,0,0
1972,32,5,0,1,1,0,,30,,40,5,1,3,,0,0
1972,65,7,0,1,2,1,,60,,80,1,1,4,,0,0
1972,22,4,0,1,2,,,60,,60,3,2,3,,0,0
1972,18,4,1,1,1,0,,97,,85,4,1,4,,0,0
1972,79,8,1,1,1,1,,,,80,1,1,3,,0,0
1972,31,5,0,1,4,1,,97,,60,0,1,0,,0,0
1972,68,7,1,1,1,1,,97,,85,1,2,3,,1,0
1972,29,4,0,2,1,1,,97,,97,0,1,,,1,0
1972,76,7,1,1,1,0,,70,,80,4,2,,,0,0
1972,73,7,0,1,4,0,,70,,80,5,1,,,0,0
1972,22,4,1,1,1,1,,70,,97,2,1,3,,0,0
1972,0,,1,1,1,,,,,,3,,,,0,0
1972,22,4,1,1,3,1,,60,,85,1,2,2,,0,0
1972,20,4,1,1,1,1,,70,,85,1,2,3,,1,0
1972,48,6,1,1,1,1,,70,,70,0,2,2,,1,0
1972,25,4,1,1,1,,,90,,75,3,1,6,,1,0
1972,25,4,1,1,1,0,,97,,85,4,2,3,,0,0
1972,50,6,0,1,1,1,,85,,85,2,1,5,,1,0
1972,31,5,1,1,1,0,,70,,70,4,2,4,,1,0
1972,31,5,1,1,1,1,,,,,1,,,,0,0
1972,39,5,0,1,1,,,60,,60,3,1,,,0,0
1972,47,6,0,1,1,0,,,,,5,,,,0,0
1972,23,4,0,1,1,,,70,,70,3,1,,,0,0
1972,37,5,0,1,1,0,,70,,70,4,1,1,,0,0
1972,45,5,1,1,1,0,,85,,70,6,2,5,,0,0
1972,26,4,1,1,2,1,,60,,70,1,1,3,,0,0
1972,64,7,0,1,1,,,40,,40,3,2,3,,0,0
1972,49,6,1,1,1,0,,50,,85,6,2,5,,0,0
1972,44,5,0,1,2,1,,97,,97,1,1,3,,0,0
1972,26,4,1,1,2,1,,60,,70,1,1,3,,0,0
1972,54,6,0,1,1,0,,85,,97,5,2,3,,0,0
1972,23,4,1,1,2,1,,70,,97,1,2,1,,0,0
1972,25,4,0,1,2,0,,40,,60,5,1,4,,0,0
1972,27,4,1,1,4,0,,,,,6,,,,0,0
1972,47,6,1,1,1,,,70,,97,3,1,2,,0,0
1972,65,7,1,1,3,1,,70,,85,1,2,3,,0,0
1972,21,4,1,1,4,1,,70,,60,2,1,3,,0,0
1972,61,6,1,1,1,1,,,,,2,,,,0,0
1972,23,4,1,1,4,1,,97,,97,1,1,0,,0,0
1972,18,4,0,1,1,,,,,,3,,,,0,0
1972,43,5,1,2,4,,,80,,80,3,1,,,0,0
1972,75,7,1,1,1,0,,50,,50,4,2,,,0,0
1972,56,6,1,2,1,0,,70,,85,6,2,5,,0,0
1972,65,7,0,1,2,1,,60,,97,0,1,3,,0,0
1972,42,5,1,1,1,0,,70,,70,4,1,3,,0,0
1972,39,5,1,1,1,1,,85,,80,0,2,4,,0,0
1972,56,6,1,1,2,1,,90,,80,0,2,,,0,0
1972,17,4,1,2,1,1,,85,,85,1,1,,,0,0
1972,43,5,1,1,2,1,,97,,97,0,2,,,1,0
1972,22,4,1,1,2,1,,50,,90,1,2,,,1,0
1972,57,6,1,1,1,0,,85,,85,5,1,3,,0,0
1972,26,4,1,1,1,0,,70,,85,5,2,4,,1,0
1972,71,7,1,1,1,,,85,,70,3,,,,1,0
1972,50,6,0,1,1,1,,97,,70,0,1,,,1,0
1972,28,4,1,1,2,1,,60,,85,1,2,3,,1,0
1972,71,7,1,1,1,1,,60,,70,1,1,,,1,0
1972,58,6,1,1,1,1,,85,,85,1,1,,,1,0
1972,24,4,1,1,1,0,,40,,50,5,1,4,,0,0
1972,69,7,1,1,1,0,,70,,97,5,2,3,,0,0
1972,37,5,0,1,2,,,,,,3,,,,0,0
1972,27,4,1,1,1,0,,50,,50,5,2,5,,1,0
1972,25,4,0,1,2,0,,60,,70,4,2,,,0,0
1972,29,4,0,1,2,0,,70,,70,6,2,4,,0,0
1972,63,7,1,1,2,1,,,,,1,2,,,0,0
1972,31,5,1,1,1,0,,60,,50,4,1,2,,0,0
1972,80,8,1,1,1,1,,85,,50,1,2,5,,1,0
1972,26,4,1,1,2,1,,85,,97,1,2,,,0,0
1972,45,5,1,1,2,1,,,,,1,,,,0,0
1972,36,5,1,1,1,,,85,,70,3,1,,,0,0
1972,55,6,0,1,1,1,,70,,70,1,2,4,,0,0
1972,25,4,0,1,1,0,,30,,97,5,1,3,,0,0
1972,65,7,1,1,1,1,,70,,97,1,2,3,,0,0
1972,30,5,1,1,2,1,,85,,85,1,1,3,,0,0
1972,67,7,0,1,1,1,,97,,70,0,1,2,,0,0
1972,35,5,0,1,1,,,70,,60,3,1,4,,0,0
1972,64,7,1,1,,1,,85,,60,1,1,,,0,0
1972,81,8,0,1,1,0,,97,,97,4,3,,,1,0
1972,21,4,0,1,1,0,,50,,85,4,1,4,,1,0
1972,19,4,0,1,1,1,,97,,85,2,1,3,,1,0
1972,73,7,0,1,2,,,85,,97,3,1,3,,0,0
1972,55,6,0,1,1,0,,25,,20,6,2,5,,0,0
1972,32,5,0,1,1,0,,70,,60,5,2,3,,0,0
1972,25,4,1,1,2,0,,97,,80,4,2,4,,0,0
1972,32,5,1,1,4,1,,70,,70,2,1,3,,0,0
1972,48,6,1,2,1,1,,97,,50,1,2,,,1,0
1972,55,6,1,1,1,1,,80,,97,0,2,,,0,0
1972,53,6,1,1,2,1,,60,,97,1,2,3,,0,0
1972,50,6,1,1,2,1,,97,,97,0,2,6,,0,0
1972,51,6,1,1,2,,,,,,3,,,,0,0
1972,22,4,0,1,2,1,,40,,70,1,2,4,,0,0
1972,70,7,0,1,2,1,,85,,97,0,1,3,,0,0
1972,29,4,1,1,2,1,,60,,70,0,1,4,,0,0
1972,48,6,1,1,1,0,,60,,70,6,2,5,,0,0
1972,41,5,1,1,3,0,,50,,85,5,1,4,,0,0
1972,71,7,1,1,1,0,,60,,85,6,2,3,,0,0
1972,47,6,1,1,1,1,,,,,1,,,,0,0
1972,38,5,0,1,2,1,,50,,50,1,2,5,,0,0
1972,40,5,0,1,1,1,,70,,97,1,2,4,,1,0
1972,62,7,0,1,1,0,,70,,70,6,1,5,,0,0
1972,57,6,0,1,1,1,,,,,2,,,,0,0
1972,25,4,0,1,,,,,,,3,2,,,0,0
1972,59,6,1,1,1,1,,97,,15,1,1,,,0,0
1972,53,6,0,1,1,0,,60,,70,5,2,4,,1,0
1972,77,7,1,1,1,1,,85,,,0,1,,,0,0
1972,73,7,1,1,4,0,,85,,85,5,2,3,,0,0
1972,50,6,0,1,1,0,,,,,6,,,,0,0
1972,58,6,1,1,1,1,,85,,,1,2,2,,1,0
1972,60,6,1,1,1,,,,,,3,,,,0,0
1972,65,7,1,1,1,1,,,,,1,,,,0,0
1972,73,7,0,1,1,1,,97,,97,0,1,,,0,0
1972,30,5,1,1,1,0,,0,,50,4,1,5,,0,0
1972,52,6,1,1,1,1,,85,,85,2,1,1,,0,0
1972,52,6,1,1,2,0,,50,,40,6,1,3,,0,0
1972,36,5,0,1,1,0,,50,,60,6,2,4,,0,0
1972,46,6,1,1,3,1,,,,,0,2,,,0,0
1972,75,7,1,1,1,0,,15,,10,5,2,6,,0,0
1972,24,4,1,1,4,,,,,,3,,,,0,0
1972,43,5,1,1,1,0,,85,,85,5,2,,,0,0
1972,59,6,0,1,1,0,,97,,85,6,1,,,0,0
1972,48,6,1,1,1,1,,15,,97,2,1,,,0,0
1972,62,7,1,2,1,1,,70,,60,0,1,1,,1,0
1972,41,5,1,1,1,0,,80,,90,5,1,3,,0,0
1972,42,5,0,2,1,1,,85,,97,1,2,3,,1,0
1972,54,6,1,1,1,1,,70,,70,1,1,,,0,0
1972,23,4,0,1,1,,,,,,3,,,,0,0
1972,72,7,0,1,1,1,,,,,0,2,,,0,0
1972,45,5,0,1,1,1,,,,,2,,,,0,0
1972,30,5,0,2,1,,,70,,85,3,1,,,0,0
1972,64,7,0,1,1,,,,,,,,,,0,0
1972,78,8,1,1,1,1,,85,,85,0,1,,,0,0
1972,42,5,1,1,1,0,,70,,50,5,2,,,0,0
1972,22,4,1,1,2,1,,85,,85,1,2,1,,0,0
1972,26,4,1,1,2,1,,50,,60,1,2,3,,0,0
1972,42,5,0,1,3,1,,70,,85,1,2,2,,0,0
1972,20,4,0,1,2,1,,60,,70,1,,2,,0,0
1972,63,7,0,1,1,1,,,,85,0,1,4,,0,0
1972,42,5,1,1,1,,,,,97,3,1,,,0,0
1972,42,5,0,2,1,1,,80,,90,0,1,1,,0,0
1972,25,4,0,1,2,1,,70,,85,2,2,3,,1,0
1972,75,7,0,1,1,0,,97,,85,4,1,5,,0,0
1972,41,5,0,1,1,1,,,,,1,,,,0,0
1972,22,4,0,2,1,1,,97,,97,2,1,1,,1,0
1972,54,6,1,1,1,1,,60,,70,1,1,3,,1,0
1972,19,4,1,2,1,,,,,,3,,,,1,0
1972,33,5,1,1,1,0,,60,,85,4,1,,,0,0
1972,48,6,1,1,1,1,,85,,85,1,1,5,,0,0
1972,59,6,1,2,1,1,,85,,70,1,2,,,1,0
1972,62,7,1,1,1,1,,,,,2,,,,0,0
1972,45,5,1,1,1,,,70,,85,3,1,3,,0,0
1972,61,6,1,1,1,0,,,,,5,,,,0,0
1972,65,7,1,1,2,1,,70,,40,1,1,1,,0,0
1972,22,4,0,1,4,0,,40,,97,4,3,2,,0,0
1972,68,7,0,1,1,,,,,,,,,,1,0
1972,66,7,1,1,1,1,,50,,70,1,2,5,,1,0
1972,54,6,0,1,1,0,,70,,70,6,1,,,1,0
1972,56,6,1,1,1,0,,97,,97,5,2,,,0,0
1972,20,4,0,1,4,,,,,,3,,,,0,0
1972,20,4,1,1,1,0,,70,,97,5,1,5,,1,0
1972,45,5,1,1,1,,,85,,85,3,3,3,,0,0
1972,50,6,1,1,1,0,,97,,97,6,1,,,0,0
1972,24,4,1,1,1,,,50,,50,3,2,,,0,0
1972,33,5,1,1,1,1,,85,,85,2,2,,,1,0
1972,24,4,1,1,1,0,,85,,97,4,3,4,,1,0
1972,25,4,1,1,1,,,60,,70,3,2,2,,0,0
1972,65,7,1,1,1,1,,,,,1,2,,,0,0
1972,50,6,0,1,1,0,,70,,80,5,1,3,,0,0
1972,34,5,0,2,1,1,,85,,85,0,1,1,,0,0
1972,71,7,0,2,1,0,,,,,6,,,,0,0
1972,23,4,1,1,1,1,,97,,85,1,1,1,,0,0
1972,50,6,1,1,2,,,,,,3,,,,0,0
1972,28,4,1,1,2,1,,60,,85,2,1,2,,0,0
1972,49,6,1,1,1,0,,70,,85,5,2,5,,1,0
1972,30,5,0,5,1,,,70,,50,3,1,5,,1,0
1972,62,7,1,1,2,1,,,,,0,,,,0,0
1972,61,6,1,2,1,1,,97,,85,1,1,,,1,0
1972,36,5,0,2,1,1,,75,,75,1,1,,,1,0
1972,55,6,1,1,1,1,,97,,97,0,2,2,,1,0
1972,77,7,1,2,1,,,70,,40,3,2,,,1,0
1972,66,7,0,1,1,1,,70,,70,1,1,4,,0,0
1972,42,5,1,1,1,,,97,,97,3,1,2,,1,0
1972,70,7,0,2,1,,,97,,97,3,0,3,,1,0
1972,73,7,1,1,1,0,,80,,80,5,1,,,0,0
1972,48,6,1,2,1,1,,85,,97,0,1,1,,0,0
1972,21,4,0,1,1,0,,60,,70,4,1,4,,0,0
